Dataset,Attack,Resolution,AddressSize,BloomSize,Hash,TrainTime_s,InferTime_Adv_s,Acc_Drop_pp,Clean_Acc,Clean_Precision,Clean_Recall,Clean_F1,Clean_MCC,Clean_FAR,Clean_ASR,Clean_AUC,Clean_PR_AUC,Clean_F1_Macro,Clean_Miss_ddos,Clean_Miss_dos,Clean_Miss_reconnaissance,Clean_Miss_theft,Adv_Acc,Adv_Precision,Adv_Recall,Adv_F1,Adv_MCC,Adv_FAR,Adv_ASR,Adv_AUC,Adv_PR_AUC,Adv_F1_Macro,Adv_Miss_ddos,Adv_Miss_dos,Adv_Miss_reconnaissance,Adv_Miss_theft
Bot-IoT,FGSM,1,15,2048,3,2.6489386558532715,1.6754703521728516,78.10569164788834,0.9997819291996801,0.999772805447647,0.9997819291996801,0.9997745648106213,0.9995813646736188,0.26666666666666666,0.0,0.9732619827772728,0.5413199899255393,0.7685845257264116,0.0,0.0,0.0,0.0,0.2187250127207967,0.22155016574175093,0.2187250127207967,0.22012091231307704,-0.4821418338681542,1.0,0.0004725511400296253,0.41211403308759104,0.16538570060704655,0.08910533572387118,0.0007788296786029527,0.00014122014202711428,0.0,0.0
Bot-IoT,RANDOM_LINF,1,15,2048,3,2.6489386558532715,2.2670249938964844,47.74478447335901,0.9997819291996801,0.999772805447647,0.9997819291996801,0.9997745648106213,0.9995813646736188,0.26666666666666666,0.0,0.9732619827772728,0.5413199899255393,0.7685845257264116,0.0,0.0,0.0,0.0,0.52233408446609,0.5134087905485397,0.52233408446609,0.4978472575285586,0.06449032103311508,1.0,0.003162457629429031,0.667759708674984,0.21233592233379978,0.22062409181642492,0.002769172190588276,0.0035103292446739833,0.0051986632008912,0.0
Bot-IoT,RANDOM_L2,1,15,2048,3,2.6489386558532715,2.235208034515381,48.60434687795304,0.9997819291996801,0.999772805447647,0.9997819291996801,0.9997745648106213,0.9995813646736188,0.26666666666666666,0.0,0.9732619827772728,0.5413199899255393,0.7685845257264116,0.0,0.0,0.0,0.0,0.5137384604201497,0.5033069320507984,0.5137384604201497,0.48767983276923577,0.04453494694452319,1.0,0.003362383111749257,0.5371796874205239,0.20814772929340525,0.2109675010913441,0.00295955277869122,0.0037725952227243382,0.004455997029335313,0.0
Bot-IoT,FGSM,1,20,1024,2,2.522789478302002,1.7403087615966797,87.50908628334666,0.9702333357563422,0.9717325452153708,0.9702333357563422,0.9678631579942667,0.9433116063705425,0.26666666666666666,0.0,0.8919008936930253,0.5839816573983052,0.6827642485734821,0.0,0.0,0.0,0.0,0.09514247292287563,0.09734222368338427,0.09514247292287563,0.09576461339905551,-0.7164446191370873,1.0,1.817504384729328e-05,0.4559812333578419,0.17155771514303259,0.039877061127078194,0.0,4.034861200774693e-05,0.0,0.0
Bot-IoT,RANDOM_LINF,1,20,1024,2,2.522789478302002,1.8130195140838623,48.95871192847277,0.9702333357563422,0.9717325452153708,0.9702333357563422,0.9678631579942667,0.9433116063705425,0.26666666666666666,0.0,0.8919008936930253,0.5839816573983052,0.6827642485734821,0.0,0.0,0.0,0.0,0.48064621647161443,0.4875261764461378,0.48064621647161443,0.4777529793585249,0.023742694016825595,1.0,0.0008178769731281976,0.6697302087249203,0.20906662202094198,0.2155587294406888,0.0004672978071617716,0.0009280180761781795,0.0063126624582250275,0.0
Bot-IoT,RANDOM_L2,1,20,1024,2,2.522789478302002,1.7397732734680176,49.07683361197935,0.9702333357563422,0.9717325452153708,0.9702333357563422,0.9678631579942667,0.9433116063705425,0.26666666666666666,0.0,0.8919008936930253,0.5839816573983052,0.6827642485734821,0.0,0.0,0.0,0.0,0.47946499963654865,0.48547056436637614,0.47946499963654865,0.4756102686306961,0.01763288530398309,1.0,0.0006906516661971447,0.5634170125121527,0.20532080815956605,0.20995511989435728,0.0004846051333529483,0.0006657520981278244,0.005569996286669142,0.0
Bot-IoT,FGSM,1,20,1024,3,2.434048652648926,1.1210708618164062,52.87944319255652,0.985761793995784,0.9860569833286477,0.985761793995784,0.9833666752377993,0.9727535428583151,0.13333333333333333,0.0,0.9968658375365853,0.6507582213785426,0.7079284660729535,0.0,0.0,0.0,0.0,0.4569673620702188,0.3516210452147987,0.4569673620702188,0.3573747836010112,-0.09849080714119536,1.0,0.03649548804536491,0.5392135685817838,0.199602760205427,0.14630826891709992,0.05692379584278025,0.01466672046481601,0.0,0.0
Bot-IoT,RANDOM_LINF,1,20,1024,3,2.434048652648926,1.4122116565704346,46.767100385258416,0.985761793995784,0.9860569833286477,0.985761793995784,0.9833666752377993,0.9727535428583151,0.13333333333333333,0.0,0.9968658375365853,0.6507582213785426,0.7079284660729535,0.0,0.0,0.0,0.0,0.5180907901431998,0.507685318654759,0.5180907901431998,0.4572845074614839,0.051867981462746904,0.9333333333333333,0.0029716196690324514,0.5555078874499709,0.2087771940847432,0.2023109154160781,0.00290763080011769,0.003147191736604261,0.0011139992573338284,0.0
Bot-IoT,RANDOM_L2,1,20,1024,3,2.434048652648926,1.3876800537109375,47.23686123428074,0.985761793995784,0.9860569833286477,0.985761793995784,0.9833666752377993,0.9727535428583151,0.13333333333333333,0.0,0.9968658375365853,0.6507582213785426,0.7079284660729535,0.0,0.0,0.0,0.0,0.5133931816529766,0.499607222864639,0.5133931816529766,0.4491672489199604,0.03811124578708327,1.0,0.0030715824101925646,0.5261948296605274,0.20537563988018484,0.19363272970007128,0.002942245452500043,0.003288411878631375,0.001856665428889714,0.0
Bot-IoT,FGSM,1,20,2048,2,2.4908740520477295,2.3762240409851074,63.44860798139129,0.968234353420077,0.9696021832741741,0.968234353420077,0.964843348164228,0.9393452241147283,0.6,0.0,0.897205553475619,0.5977389205129071,0.6109090464576694,0.0,0.0,0.0,0.0,0.33374827360616416,0.3282989971319545,0.33374827360616416,0.31495841660396223,-0.26682427738595804,1.0,0.008478657954762317,0.5972230611840084,0.17806051132020376,0.13214889014555453,0.006386403364544211,0.011378308586184636,0.0,0.0
