Dataset;Attack;Binarization;Resolution;AddressSize;TrainTime_s;InferTime_Adv_s;Acc_Drop_pp;Clean_Acc;Clean_Precision;Clean_Recall;Clean_F1;Clean_MCC;Clean_FAR;Clean_ASR;Clean_AUC;Clean_PR_AUC;Clean_Miss_Attack;Adv_Acc;Adv_Precision;Adv_Recall;Adv_F1;Adv_MCC;Adv_FAR;Adv_ASR;Adv_AUC;Adv_PR_AUC;Adv_Miss_Attack
Bot-IoT;RANDOM_LINF;distributive;4;10;0,955589771270752;0,7194905281066895;0,0027258850039957;0,99989096459984;0,9998909616275794;1,0;0,999945477841286;0,447189213113997;0,8;0,0;0,6;0,9999454808137898;0,0;0,9998637057498;0,9998637057498;1,0;0,9999318482305528;0,0;1,0;0,0;0,5;0,9999318528749;0,0
Bot-IoT;RANDOM_L2;distributive;4;10;0,955589771270752;0,7207884788513184;0,0027258850039957;0,99989096459984;0,9998909616275794;1,0;0,999945477841286;0,447189213113997;0,8;0,0;0,6;0,9999454808137898;0,0;0,9998637057498;0,9998637057498;1,0;0,9999318482305528;0,0;1,0;0,0;0,5;0,9999318528749;0,0
Bot-IoT;FGSM;distributive;4;15;0,9456996917724608;0,5393505096435547;0,0118121683506555;0,9999818274333068;0,9999818252864788;1,0;0,9999909125606586;0,9309408763440792;0,1333333333333333;0,0;0,9333333333333332;0,9999909126432396;0,0;0,9998637057498;0,9998637057498;1,0;0,9999318482305528;0,0;1,0;0,0;0,5;0,9999318528749;0,0
Bot-IoT;RANDOM_LINF;distributive;4;15;0,9456996917724608;0,5644509792327881;0,0790506651159428;0,9999818274333068;0,9999818252864788;1,0;0,9999909125606586;0,9309408763440792;0,1333333333333333;0,0;0,9333333333333332;0,9999909126432396;0,0;0,9991913207821472;0,9998636140459348;0,9993275233776502;0,9995954968344218;-0,0003028470995828;1,0;0,0006724766223498;0,4996637616888251;0,999931761195619;0,0006724766223498
Bot-IoT;RANDOM_L2;distributive;4;15;0,9456996917724608;0,5882968902587891;0,1063095151559223;0,9999818274333068;0,9999818252864788;1,0;0,9999909125606586;0,9309408763440792;0,1333333333333333;0,0;0,9333333333333332;0,9999909126432396;0,0;0,9989187322817474;0,9998726693951796;0,9990458101980172;0,9994590687800864;0,0247297759310895;0,9333333333333332;0,0009541898019828;0,5328562384323419;0,999936269672298;0,0009541898019828
Bot-IoT;FGSM;distributive;4;20;0,8944880962371826;0,533210039138794;0,010903540015994;0,99997274114996;0,9999727381774562;1,0;0,999986368902924;0,894414999059142;0,2;0,0;0,9;0,999986369088728;0,0;0,9998637057498;0,9998637057498;1,0;0,9999318482305528;0,0;1,0;0,0;0,5;0,9999318528749;0,0
Bot-IoT;RANDOM_LINF;distributive;4;20;0,8944880962371826;0,492429256439209;0,5797048775169067;0,99997274114996;0,9999727381774562;1,0;0,999986368902924;0,894414999059142;0,2;0,0;0,9;0,999986369088728;0,0;0,994175692374791;0,9998903348442756;0,9942839487100262;0,9970792609299888;0,0300154585882019;0,8;0,0057160512899737;0,5971419743550131;0,9999447778896754;0,0057160512899737
Bot-IoT;RANDOM_L2;distributive;4;20;0,8944880962371826;0,5705561637878418;0,5606236824889144;0,99997274114996;0,9999727381774562;1,0;0,999986368902924;0,894414999059142;0,2;0,0;0,9;0,999986369088728;0,0;0,9943665043250708;0,9998629523713808;0,9945020492361938;0,9971752956827584;-0,0008680328994022;1,0;0,0054979507638062;0,4972510246180969;0,9999311015161518;0,0054979507638062
Bot-IoT;FGSM;distributive;8;5;0,9651904106140136;0,6534192562103271;0,0027258850039957;0,99989096459984;0,9998909616275794;1,0;0,999945477841286;0,447189213113997;0,8;0,0;0,6;0,9999454808137898;0,0;0,9998637057498;0,9998637057498;1,0;0,9999318482305528;0,0;1,0;0,0;0,5;0,9999318528749;0,0
Bot-IoT;RANDOM_LINF;distributive;8;5;0,9651904106140136;0,7968840599060059;0,0027258850039957;0,99989096459984;0,9998909616275794;1,0;0,999945477841286;0,447189213113997;0,8;0,0;0,6;0,9999454808137898;0,0;0,9998637057498;0,9998637057498;1,0;0,9999318482305528;0,0;1,0;0,0;0,5;0,9999318528749;0,0
